,month,pe,mkt,smb,vmg,alpha,beta_mkt,beta_smb,beta_vmg,r_squared,r_squared_adj,t_alpha
67,2012-08,"[-0.0343854303887135, 0.0182469278369931, 0.0163583920459383, -0.009698690663181, 0.0043908032829492, -0.0035354171276744, -0.0298514506974463, -0.0051802661103493, -0.0304548418912841, -0.0041919179824399]","[-0.050288234149147, -0.0638587996997036, 0.0324914727599411, 0.0757163352504779, -0.0657661248740671, 0.0596546964932901, 0.0061891544677522, -0.0434141683171774, -0.0523444174130905, -0.0214951164841011]","[0.0029870547054678, -0.0811000868578834, -0.0418282032056679, 0.0539296761091385, -0.003737423878868, 0.0108118380283855, 0.0152684484328002, -0.0265131507315314, -0.0301846992317068, 0.0461790830080593]","[-0.0281809061076592, 0.0393512625133016, 0.0309394047527593, -0.0430203093537672, 0.0224408277022655, -0.0010649848787565, -0.012412576666212, 0.0320156021690937, 0.0365615454865105, -0.0218107324830333]",-0.008146805507328051,0.14565330213021374,-0.09447519107335814,0.29148450903386464,0.3287784144545798,-0.006832378318130328,-1.3219849782873314
68,2012-09,"[0.0182469278369931, 0.0163583920459383, -0.009698690663181, 0.0043908032829492, -0.0035354171276744, -0.0298514506974463, -0.0051802661103493, -0.0304548418912841, -0.0041919179824399, -0.0176785453547197]","[-0.0638587996997036, 0.0324914727599411, 0.0757163352504779, -0.0657661248740671, 0.0596546964932901, 0.0061891544677522, -0.0434141683171774, -0.0523444174130905, -0.0214951164841011, 0.0252034361397279]","[-0.0811000868578834, -0.0418282032056679, 0.0539296761091385, -0.003737423878868, 0.0108118380283855, 0.0152684484328002, -0.0265131507315314, -0.0301846992317068, 0.0461790830080593, -0.0315496642467941]","[0.0393512625133016, 0.0309394047527593, -0.0430203093537672, 0.0224408277022655, -0.0010649848787565, -0.012412576666212, 0.0320156021690937, 0.0365615454865105, -0.0218107324830333, -0.0163786596630338]",-0.007895380067686347,0.07707567560400988,-0.061944008446726845,0.23316056313503405,0.1804079098089636,-0.22938813528655455,-1.3018656392100039
69,2012-10,"[0.0163583920459383, -0.009698690663181, 0.0043908032829492, -0.0035354171276744, -0.0298514506974463, -0.0051802661103493, -0.0304548418912841, -0.0041919179824399, -0.0176785453547197, 0.0157562812207745]","[0.0324914727599411, 0.0757163352504779, -0.0657661248740671, 0.0596546964932901, 0.0061891544677522, -0.0434141683171774, -0.0523444174130905, -0.0214951164841011, 0.0252034361397279, -0.0074700195125235]","[-0.0418282032056679, 0.0539296761091385, -0.003737423878868, 0.0108118380283855, 0.0152684484328002, -0.0265131507315314, -0.0301846992317068, 0.0461790830080593, -0.0315496642467941, 0.0095078143727153]","[0.0309394047527593, -0.0430203093537672, 0.0224408277022655, -0.0010649848787565, -0.012412576666212, 0.0320156021690937, 0.0365615454865105, -0.0218107324830333, -0.0163786596630338, 0.0077000472458841]",-0.00867460683890161,0.1693675566702162,0.2834796582144785,0.5902709030154826,0.22715940503703946,-0.15926089244444075,-1.4882750732079428
70,2012-11,"[-0.009698690663181, 0.0043908032829492, -0.0035354171276744, -0.0298514506974463, -0.0051802661103493, -0.0304548418912841, -0.0041919179824399, -0.0176785453547197, 0.0157562812207745, 0.0234478057952836]","[0.0757163352504779, -0.0657661248740671, 0.0596546964932901, 0.0061891544677522, -0.0434141683171774, -0.0523444174130905, -0.0214951164841011, 0.0252034361397279, -0.0074700195125235, -0.0564279428895962]","[0.0539296761091385, -0.003737423878868, 0.0108118380283855, 0.0152684484328002, -0.0265131507315314, -0.0301846992317068, 0.0461790830080593, -0.0315496642467941, 0.0095078143727153, -0.0601538814081155]","[-0.0430203093537672, 0.0224408277022655, -0.0010649848787565, -0.012412576666212, 0.0320156021690937, 0.0365615454865105, -0.0218107324830333, -0.0163786596630338, 0.0077000472458841, 0.0142719692575316]",-0.006465880792972275,-0.11512385191367366,-0.06227778223054824,-0.14145742246296347,0.07044173618966754,-0.39433739571549875,-0.9679669669113172
71,2012-12,"[0.0043908032829492, -0.0035354171276744, -0.0298514506974463, -0.0051802661103493, -0.0304548418912841, -0.0041919179824399, -0.0176785453547197, 0.0157562812207745, 0.0234478057952836, -0.0311852356662228]","[-0.0657661248740671, 0.0596546964932901, 0.0061891544677522, -0.0434141683171774, -0.0523444174130905, -0.0214951164841011, 0.0252034361397279, -0.0074700195125235, -0.0564279428895962, 0.1593323182019546]","[-0.003737423878868, 0.0108118380283855, 0.0152684484328002, -0.0265131507315314, -0.0301846992317068, 0.0461790830080593, -0.0315496642467941, 0.0095078143727153, -0.0601538814081155, -0.008136358616299]","[0.0224408277022655, -0.0010649848787565, -0.012412576666212, 0.0320156021690937, 0.0365615454865105, -0.0218107324830333, -0.0163786596630338, 0.0077000472458841, 0.0142719692575316, -0.0257525572942813]",-0.00777021942499272,-0.1595651825298404,-0.060783563588268516,-0.1405716354711132,0.23230459314290652,-0.15154311028564016,-1.1333764379605196
72,2013-01,"[-0.0035354171276744, -0.0298514506974463, -0.0051802661103493, -0.0304548418912841, -0.0041919179824399, -0.0176785453547197, 0.0157562812207745, 0.0234478057952836, -0.0311852356662228, -0.0477674530623696]","[0.0596546964932901, 0.0061891544677522, -0.0434141683171774, -0.0523444174130905, -0.0214951164841011, 0.0252034361397279, -0.0074700195125235, -0.0564279428895962, 0.1593323182019546, 0.0595531959415665]","[0.0108118380283855, 0.0152684484328002, -0.0265131507315314, -0.0301846992317068, 0.0461790830080593, -0.0315496642467941, 0.0095078143727153, -0.0601538814081155, -0.008136358616299, 0.0081565663839463]","[-0.0010649848787565, -0.012412576666212, 0.0320156021690937, 0.0365615454865105, -0.0218107324830333, -0.0163786596630338, 0.0077000472458841, 0.0142719692575316, -0.0257525572942813, -0.0314010290064247]",-0.011389643148538154,-0.13165838534543012,-0.03314687156689214,0.10932612483133008,0.24681424961439158,-0.12977862557841258,-1.4170831692949415
73,2013-02,"[-0.0298514506974463, -0.0051802661103493, -0.0304548418912841, -0.0041919179824399, -0.0176785453547197, 0.0157562812207745, 0.0234478057952836, -0.0311852356662228, -0.0477674530623696, -0.0307330994065545]","[0.0061891544677522, -0.0434141683171774, -0.0523444174130905, -0.0214951164841011, 0.0252034361397279, -0.0074700195125235, -0.0564279428895962, 0.1593323182019546, 0.0595531959415665, 0.0032427102253021]","[0.0152684484328002, -0.0265131507315314, -0.0301846992317068, 0.0461790830080593, -0.0315496642467941, 0.0095078143727153, -0.0601538814081155, -0.008136358616299, 0.0081565663839463, 0.0367152947567124]","[-0.012412576666212, 0.0320156021690937, 0.0365615454865105, -0.0218107324830333, -0.0163786596630338, 0.0077000472458841, 0.0142719692575316, -0.0257525572942813, -0.0314010290064247, -0.0350522095427647]",-0.01504583667154065,-0.16323803343384832,-0.14254162266632223,0.02621398410675535,0.32273925694540617,-0.015891114581890742,-1.901495563376963
74,2013-03,"[-0.0051802661103493, -0.0304548418912841, -0.0041919179824399, -0.0176785453547197, 0.0157562812207745, 0.0234478057952836, -0.0311852356662228, -0.0477674530623696, -0.0307330994065545, -0.0351614598790531]","[-0.0434141683171774, -0.0523444174130905, -0.0214951164841011, 0.0252034361397279, -0.0074700195125235, -0.0564279428895962, 0.1593323182019546, 0.0595531959415665, 0.0032427102253021, -0.0452706674114604]","[-0.0265131507315314, -0.0301846992317068, 0.0461790830080593, -0.0315496642467941, 0.0095078143727153, -0.0601538814081155, -0.008136358616299, 0.0081565663839463, 0.0367152947567124, -0.0037877578939797]","[0.0320156021690937, 0.0365615454865105, -0.0218107324830333, -0.0163786596630338, 0.0077000472458841, 0.0142719692575316, -0.0257525572942813, -0.0314010290064247, -0.0350522095427647, -0.0215257011774385]",-0.014486851927955922,-0.08042139608254911,-0.02262697620447597,0.2924962037350921,0.26998232951067014,-0.09502650573399474,-1.644500432011998
75,2013-04,"[-0.0304548418912841, -0.0041919179824399, -0.0176785453547197, 0.0157562812207745, 0.0234478057952836, -0.0311852356662228, -0.0477674530623696, -0.0307330994065545, -0.0351614598790531, -0.0142170705383568]","[-0.0523444174130905, -0.0214951164841011, 0.0252034361397279, -0.0074700195125235, -0.0564279428895962, 0.1593323182019546, 0.0595531959415665, 0.0032427102253021, -0.0452706674114604, -0.0188493068356159]","[-0.0301846992317068, 0.0461790830080593, -0.0315496642467941, 0.0095078143727153, -0.0601538814081155, -0.008136358616299, 0.0081565663839463, 0.0367152947567124, -0.0037877578939797, -0.0049853583402648]","[0.0365615454865105, -0.0218107324830333, -0.0163786596630338, 0.0077000472458841, 0.0142719692575316, -0.0257525572942813, -0.0314010290064247, -0.0350522095427647, -0.0215257011774385, 0.011155008309995]",-0.014453406923259596,-0.08002326277944097,-0.02715848130982336,0.3046367527748576,0.24966287166395618,-0.12550569250406562,-1.6035658206686825
76,2013-05,"[-0.0041919179824399, -0.0176785453547197, 0.0157562812207745, 0.0234478057952836, -0.0311852356662228, -0.0477674530623696, -0.0307330994065545, -0.0351614598790531, -0.0142170705383568, -0.0516079628821454]","[-0.0214951164841011, 0.0252034361397279, -0.0074700195125235, -0.0564279428895962, 0.1593323182019546, 0.0595531959415665, 0.0032427102253021, -0.0452706674114604, -0.0188493068356159, 0.0888134947639348]","[0.0461790830080593, -0.0315496642467941, 0.0095078143727153, -0.0601538814081155, -0.008136358616299, 0.0081565663839463, 0.0367152947567124, -0.0037877578939797, -0.0049853583402648, 0.0567083508160144]","[-0.0218107324830333, -0.0163786596630338, 0.0077000472458841, 0.0142719692575316, -0.0257525572942813, -0.0314010290064247, -0.0350522095427647, -0.0215257011774385, 0.011155008309995, -0.0647187017924834]",-0.0024679968416979783,-0.04290315945080737,0.0983309264477223,0.9014956719681213,0.7283010658421518,0.5924515987632277,-0.33620784551307875
77,2013-06,"[-0.0176785453547197, 0.0157562812207745, 0.0234478057952836, -0.0311852356662228, -0.0477674530623696, -0.0307330994065545, -0.0351614598790531, -0.0142170705383568, -0.0516079628821454, -0.0117122797092621]","[0.0252034361397279, -0.0074700195125235, -0.0564279428895962, 0.1593323182019546, 0.0595531959415665, 0.0032427102253021, -0.0452706674114604, -0.0188493068356159, 0.0888134947639348, -0.126359469984905]","[-0.0315496642467941, 0.0095078143727153, -0.0601538814081155, -0.008136358616299, 0.0081565663839463, 0.0367152947567124, -0.0037877578939797, -0.0049853583402648, 0.0567083508160144, -0.032581426644189]","[-0.0163786596630338, 0.0077000472458841, 0.0142719692575316, -0.0257525572942813, -0.0314010290064247, -0.0350522095427647, -0.0215257011774385, 0.011155008309995, -0.0647187017924834, -0.0049508108847461]",-0.005603929640879075,-0.0077081293467461814,0.0008314012014812022,0.8650592768432149,0.7614889235122348,0.6422333852683523,-0.7593960126339447
78,2013-07,"[0.0157562812207745, 0.0234478057952836, -0.0311852356662228, -0.0477674530623696, -0.0307330994065545, -0.0351614598790531, -0.0142170705383568, -0.0516079628821454, -0.0117122797092621, -0.0993125267922523]","[-0.0074700195125235, -0.0564279428895962, 0.1593323182019546, 0.0595531959415665, 0.0032427102253021, -0.0452706674114604, -0.0188493068356159, 0.0888134947639348, -0.126359469984905, 0.0368432144417382]","[0.0095078143727153, -0.0601538814081155, -0.008136358616299, 0.0081565663839463, 0.0367152947567124, -0.0037877578939797, -0.0049853583402648, 0.0567083508160144, -0.032581426644189, 0.0038445158648938]","[0.0077000472458841, 0.0142719692575316, -0.0257525572942813, -0.0314010290064247, -0.0350522095427647, -0.0215257011774385, 0.011155008309995, -0.0647187017924834, -0.0049508108847461, -0.0933478022434182]",-0.004120060319544832,-0.002943529837711692,0.07526587717976052,0.9909435464263042,0.8795100702331647,0.8192651053497471,-0.6452760662916026
79,2013-08,"[0.0234478057952836, -0.0311852356662228, -0.0477674530623696, -0.0307330994065545, -0.0351614598790531, -0.0142170705383568, -0.0516079628821454, -0.0117122797092621, -0.0993125267922523, -0.0153359673608468]","[-0.0564279428895962, 0.1593323182019546, 0.0595531959415665, 0.0032427102253021, -0.0452706674114604, -0.0188493068356159, 0.0888134947639348, -0.126359469984905, 0.0368432144417382, 0.0629826013778243]","[-0.0601538814081155, -0.008136358616299, 0.0081565663839463, 0.0367152947567124, -0.0037877578939797, -0.0049853583402648, 0.0567083508160144, -0.032581426644189, 0.0038445158648938, 0.033476033368873]","[0.0142719692575316, -0.0257525572942813, -0.0314010290064247, -0.0350522095427647, -0.0215257011774385, 0.011155008309995, -0.0647187017924834, -0.0049508108847461, -0.0933478022434182, -0.015151858063733]",-0.006621334803515698,0.0011201601184351456,0.03492179557097086,0.9328392611224412,0.8730399286014257,0.8095598929021385,-1.0674924619949626
80,2013-09,"[-0.0311852356662228, -0.0477674530623696, -0.0307330994065545, -0.0351614598790531, -0.0142170705383568, -0.0516079628821454, -0.0117122797092621, -0.0993125267922523, -0.0153359673608468, -0.0846673518549872]","[0.1593323182019546, 0.0595531959415665, 0.0032427102253021, -0.0452706674114604, -0.0188493068356159, 0.0888134947639348, -0.126359469984905, 0.0368432144417382, 0.0629826013778243, 0.0610764567225935]","[-0.008136358616299, 0.0081565663839463, 0.0367152947567124, -0.0037877578939797, -0.0049853583402648, 0.0567083508160144, -0.032581426644189, 0.0038445158648938, 0.033476033368873, -0.0990212335594356]","[-0.0257525572942813, -0.0314010290064247, -0.0350522095427647, -0.0215257011774385, 0.011155008309995, -0.0647187017924834, -0.0049508108847461, -0.0933478022434182, -0.015151858063733, -0.1982775402540382]",-0.019165702307139747,0.008589241356026615,-0.18916574397515007,0.48907492126029617,0.7407065416975305,0.6110598125462957,-2.301377913590593
81,2013-10,"[-0.0477674530623696, -0.0307330994065545, -0.0351614598790531, -0.0142170705383568, -0.0516079628821454, -0.0117122797092621, -0.0993125267922523, -0.0153359673608468, -0.0846673518549872, 0.0214765764017763]","[0.0595531959415665, 0.0032427102253021, -0.0452706674114604, -0.0188493068356159, 0.0888134947639348, -0.126359469984905, 0.0368432144417382, 0.0629826013778243, 0.0610764567225935, -0.0152180523188212]","[0.0081565663839463, 0.0367152947567124, -0.0037877578939797, -0.0049853583402648, 0.0567083508160144, -0.032581426644189, 0.0038445158648938, 0.033476033368873, -0.0990212335594356, 0.004277563883177]","[-0.0314010290064247, -0.0350522095427647, -0.0215257011774385, 0.011155008309995, -0.0647187017924834, -0.0049508108847461, -0.0933478022434182, -0.015151858063733, -0.1982775402540382, 0.0243432517774632]",-0.009864553584812683,0.10578106817030863,-0.35728679091505494,0.6544013462859883,0.7798635274738908,0.6697952912108361,-0.9899524603970554
82,2013-11,"[-0.0307330994065545, -0.0351614598790531, -0.0142170705383568, -0.0516079628821454, -0.0117122797092621, -0.0993125267922523, -0.0153359673608468, -0.0846673518549872, 0.0214765764017763, -0.0492562887296146]","[0.0032427102253021, -0.0452706674114604, -0.0188493068356159, 0.0888134947639348, -0.126359469984905, 0.0368432144417382, 0.0629826013778243, 0.0610764567225935, -0.0152180523188212, 0.0511989606381102]","[0.0367152947567124, -0.0037877578939797, -0.0049853583402648, 0.0567083508160144, -0.032581426644189, 0.0038445158648938, 0.033476033368873, -0.0990212335594356, 0.004277563883177, 0.0214730785647408]","[-0.0350522095427647, -0.0215257011774385, 0.011155008309995, -0.0647187017924834, -0.0049508108847461, -0.0933478022434182, -0.015151858063733, -0.1982775402540382, 0.0243432517774632, -0.0773763121839106]",-0.0036642899631330788,0.20385716030434617,-0.43071850085272423,0.7307044895905943,0.8223795123263058,0.7335692684894587,-0.3616586399409716
83,2013-12,"[-0.0351614598790531, -0.0142170705383568, -0.0516079628821454, -0.0117122797092621, -0.0993125267922523, -0.0153359673608468, -0.0846673518549872, 0.0214765764017763, -0.0492562887296146, -0.0146468607050274]","[-0.0452706674114604, -0.0188493068356159, 0.0888134947639348, -0.126359469984905, 0.0368432144417382, 0.0629826013778243, 0.0610764567225935, -0.0152180523188212, 0.0511989606381102, -0.0388005819834561]","[-0.0037877578939797, -0.0049853583402648, 0.0567083508160144, -0.032581426644189, 0.0038445158648938, 0.033476033368873, -0.0990212335594356, 0.004277563883177, 0.0214730785647408, 0.0099313208573462]","[-0.0215257011774385, 0.011155008309995, -0.0647187017924834, -0.0049508108847461, -0.0933478022434182, -0.015151858063733, -0.1982775402540382, 0.0243432517774632, -0.0773763121839106, 0.0129102184286319]",-0.003894178445239775,0.26555716018660724,-0.5420119004273303,0.7876084864782475,0.8477605035438966,0.771640755315845,-0.4254795323584405
84,2014-01,"[-0.0142170705383568, -0.0516079628821454, -0.0117122797092621, -0.0993125267922523, -0.0153359673608468, -0.0846673518549872, 0.0214765764017763, -0.0492562887296146, -0.0146468607050274, -0.1430753365457581]","[-0.0188493068356159, 0.0888134947639348, -0.126359469984905, 0.0368432144417382, 0.0629826013778243, 0.0610764567225935, -0.0152180523188212, 0.0511989606381102, -0.0388005819834561, -0.008308580446707]","[-0.0049853583402648, 0.0567083508160144, -0.032581426644189, 0.0038445158648938, 0.033476033368873, -0.0990212335594356, 0.004277563883177, 0.0214730785647408, 0.0099313208573462, 0.008609045579168]","[0.011155008309995, -0.0647187017924834, -0.0049508108847461, -0.0933478022434182, -0.015151858063733, -0.1982775402540382, 0.0243432517774632, -0.0773763121839106, 0.0129102184286319, -0.136709082792095]",8.676760204975528e-05,0.3672849266399191,-0.6967509631635922,0.915497173688412,0.9088539017545012,0.8632808526317518,0.010117970209658742
85,2014-02,"[-0.0516079628821454, -0.0117122797092621, -0.0993125267922523, -0.0153359673608468, -0.0846673518549872, 0.0214765764017763, -0.0492562887296146, -0.0146468607050274, -0.1430753365457581, -0.0235798062914785]","[0.0888134947639348, -0.126359469984905, 0.0368432144417382, 0.0629826013778243, 0.0610764567225935, -0.0152180523188212, 0.0511989606381102, -0.0388005819834561, -0.008308580446707, 0.0153870783911432]","[0.0567083508160144, -0.032581426644189, 0.0038445158648938, 0.033476033368873, -0.0990212335594356, 0.004277563883177, 0.0214730785647408, 0.0099313208573462, 0.008609045579168, 0.0228036722876361]","[-0.0647187017924834, -0.0049508108847461, -0.0933478022434182, -0.015151858063733, -0.1982775402540382, 0.0243432517774632, -0.0773763121839106, 0.0129102184286319, -0.136709082792095, -0.0320469197392364]",0.007988469621816992,0.3992361133368858,-0.7624086864757817,0.9909768188732353,0.926757655538879,0.8901364833083185,0.9434934067524253
86,2014-03,"[-0.0117122797092621, -0.0993125267922523, -0.0153359673608468, -0.0846673518549872, 0.0214765764017763, -0.0492562887296146, -0.0146468607050274, -0.1430753365457581, -0.0235798062914785, 0.0033928412420172]","[-0.126359469984905, 0.0368432144417382, 0.0629826013778243, 0.0610764567225935, -0.0152180523188212, 0.0511989606381102, -0.0388005819834561, -0.008308580446707, 0.0153870783911432, -0.0190846308608544]","[-0.032581426644189, 0.0038445158648938, 0.033476033368873, -0.0990212335594356, 0.004277563883177, 0.0214730785647408, 0.0099313208573462, 0.008609045579168, 0.0228036722876361, 0.012738548551323]","[-0.0049508108847461, -0.0933478022434182, -0.015151858063733, -0.1982775402540382, 0.0243432517774632, -0.0773763121839106, 0.0129102184286319, -0.136709082792095, -0.0320469197392364, 0.0463007402813456]",-0.00022210669616126114,0.3329701941078541,-0.7529114324373546,0.9106773430998933,0.9130690896753109,0.8696036345129663,-0.02706411178493069
87,2014-04,"[-0.0993125267922523, -0.0153359673608468, -0.0846673518549872, 0.0214765764017763, -0.0492562887296146, -0.0146468607050274, -0.1430753365457581, -0.0235798062914785, 0.0033928412420172, -0.0223383850699321]","[0.0368432144417382, 0.0629826013778243, 0.0610764567225935, -0.0152180523188212, 0.0511989606381102, -0.0388005819834561, -0.008308580446707, 0.0153870783911432, -0.0190846308608544, -0.0033280597018501]","[0.0038445158648938, 0.033476033368873, -0.0990212335594356, 0.004277563883177, 0.0214730785647408, 0.0099313208573462, 0.008609045579168, 0.0228036722876361, 0.012738548551323, -0.0179397430566749]","[-0.0933478022434182, -0.015151858063733, -0.1982775402540382, 0.0243432517774632, -0.0773763121839106, 0.0129102184286319, -0.136709082792095, -0.0320469197392364, 0.0463007402813456, 0.0099717714310238]",-0.011118385611859393,0.4849088058672336,-0.5359753553730817,0.8386801953627747,0.881397744187226,0.8220966162808391,-1.290508559720605
88,2014-05,"[-0.0153359673608468, -0.0846673518549872, 0.0214765764017763, -0.0492562887296146, -0.0146468607050274, -0.1430753365457581, -0.0235798062914785, 0.0033928412420172, -0.0223383850699321, -0.0147174551431615]","[0.0629826013778243, 0.0610764567225935, -0.0152180523188212, 0.0511989606381102, -0.0388005819834561, -0.008308580446707, 0.0153870783911432, -0.0190846308608544, -0.0033280597018501, 0.0149276213056179]","[0.033476033368873, -0.0990212335594356, 0.004277563883177, 0.0214730785647408, 0.0099313208573462, 0.008609045579168, 0.0228036722876361, 0.012738548551323, -0.0179397430566749, 0.0098173154972831]","[-0.015151858063733, -0.1982775402540382, 0.0243432517774632, -0.0773763121839106, 0.0129102184286319, -0.136709082792095, -0.0320469197392364, 0.0463007402813456, 0.0099717714310238, -0.0407816251204558]",-0.007948155541749099,0.5190319691077175,-0.4443733930703111,0.7945647773983011,0.8756166294367019,0.813424944155053,-0.9883988100076906
89,2014-06,"[-0.0846673518549872, 0.0214765764017763, -0.0492562887296146, -0.0146468607050274, -0.1430753365457581, -0.0235798062914785, 0.0033928412420172, -0.0223383850699321, -0.0147174551431615, -0.000532290708354]","[0.0610764567225935, -0.0152180523188212, 0.0511989606381102, -0.0388005819834561, -0.008308580446707, 0.0153870783911432, -0.0190846308608544, -0.0033280597018501, 0.0149276213056179, 0.0282234675020006]","[-0.0990212335594356, 0.004277563883177, 0.0214730785647408, 0.0099313208573462, 0.008609045579168, 0.0228036722876361, 0.012738548551323, -0.0179397430566749, 0.0098173154972831, 0.0051250318754543]","[-0.1982775402540382, 0.0243432517774632, -0.0773763121839106, 0.0129102184286319, -0.136709082792095, -0.0320469197392364, 0.0463007402813456, 0.0099717714310238, -0.0407816251204558, -0.0464319863916978]",-0.002928913332343725,0.8414067940197624,-0.3397553819315872,0.8642273119905038,0.8745711560503989,0.8118567340755984,-0.3537909343009639
90,2014-07,"[0.0214765764017763, -0.0492562887296146, -0.0146468607050274, -0.1430753365457581, -0.0235798062914785, 0.0033928412420172, -0.0223383850699321, -0.0147174551431615, -0.000532290708354, 0.0124628603700246]","[-0.0152180523188212, 0.0511989606381102, -0.0388005819834561, -0.008308580446707, 0.0153870783911432, -0.0190846308608544, -0.0033280597018501, 0.0149276213056179, 0.0282234675020006, 0.0851778004449089]","[0.004277563883177, 0.0214730785647408, 0.0099313208573462, 0.008609045579168, 0.0228036722876361, 0.012738548551323, -0.0179397430566749, 0.0098173154972831, 0.0051250318754543, 0.0034579691035976]","[0.0243432517774632, -0.0773763121839106, 0.0129102184286319, -0.136709082792095, -0.0320469197392364, 0.0463007402813456, 0.0099717714310238, -0.0407816251204558, -0.0464319863916978, 0.0114550102545786]",-0.012445232978437193,0.3768149697785525,0.4340343869702215,0.8001564939351594,0.8302865756292268,0.7454298634438402,-1.298930290357417
91,2014-08,"[-0.0492562887296146, -0.0146468607050274, -0.1430753365457581, -0.0235798062914785, 0.0033928412420172, -0.0223383850699321, -0.0147174551431615, -0.000532290708354, 0.0124628603700246, -0.0354163502280142]","[0.0511989606381102, -0.0388005819834561, -0.008308580446707, 0.0153870783911432, -0.0190846308608544, -0.0033280597018501, 0.0149276213056179, 0.0282234675020006, 0.0851778004449089, 0.0202264390116447]","[0.0214730785647408, 0.0099313208573462, 0.008609045579168, 0.0228036722876361, 0.012738548551323, -0.0179397430566749, 0.0098173154972831, 0.0051250318754543, 0.0034579691035976, 0.0196297586704997]","[-0.0773763121839106, 0.0129102184286319, -0.136709082792095, -0.0320469197392364, 0.0463007402813456, 0.0099717714310238, -0.0407816251204558, -0.0464319863916978, 0.0114550102545786, -0.059418244566754]",-0.015991858705038667,0.41821919335315083,0.5093076548067712,0.7605975538841415,0.8300708561234695,0.7451062841852043,-1.622163929055029
92,2014-09,"[-0.0146468607050274, -0.1430753365457581, -0.0235798062914785, 0.0033928412420172, -0.0223383850699321, -0.0147174551431615, -0.000532290708354, 0.0124628603700246, -0.0354163502280142, -0.0243307552807892]","[-0.0388005819834561, -0.008308580446707, 0.0153870783911432, -0.0190846308608544, -0.0033280597018501, 0.0149276213056179, 0.0282234675020006, 0.0851778004449089, 0.0202264390116447, 0.0830636922741514]","[0.0099313208573462, 0.008609045579168, 0.0228036722876361, 0.012738548551323, -0.0179397430566749, 0.0098173154972831, 0.0051250318754543, 0.0034579691035976, 0.0196297586704997, 0.0303138691926266]","[0.0129102184286319, -0.136709082792095, -0.0320469197392364, 0.0463007402813456, 0.0099717714310238, -0.0407816251204558, -0.0464319863916978, 0.0114550102545786, -0.059418244566754, -0.0860258042664069]",-0.016552635382730708,0.45272339688486735,0.5992216542298673,0.7488629435594815,0.829396615383563,0.7440949230753445,-1.7424725008466915
93,2014-10,"[-0.1430753365457581, -0.0235798062914785, 0.0033928412420172, -0.0223383850699321, -0.0147174551431615, -0.000532290708354, 0.0124628603700246, -0.0354163502280142, -0.0243307552807892, 0.0163085405490717]","[-0.008308580446707, 0.0153870783911432, -0.0190846308608544, -0.0033280597018501, 0.0149276213056179, 0.0282234675020006, 0.0851778004449089, 0.0202264390116447, 0.0830636922741514, 0.0233925878293612]","[0.008609045579168, 0.0228036722876361, 0.012738548551323, -0.0179397430566749, 0.0098173154972831, 0.0051250318754543, 0.0034579691035976, 0.0196297586704997, 0.0303138691926266, 0.0061426002615807]","[-0.136709082792095, -0.0320469197392364, 0.0463007402813456, 0.0099717714310238, -0.0407816251204558, -0.0464319863916978, 0.0114550102545786, -0.059418244566754, -0.0860258042664069, 0.0154307542637746]",-0.01639038121887832,0.4787547535770025,0.5664559236573667,0.7532002730799752,0.842488400939613,0.7637326014094195,-1.6535220139582765
94,2014-11,"[-0.0235798062914785, 0.0033928412420172, -0.0223383850699321, -0.0147174551431615, -0.000532290708354, 0.0124628603700246, -0.0354163502280142, -0.0243307552807892, 0.0163085405490717, -0.0113715184613336]","[0.0153870783911432, -0.0190846308608544, -0.0033280597018501, 0.0149276213056179, 0.0282234675020006, 0.0851778004449089, 0.0202264390116447, 0.0830636922741514, 0.0233925878293612, 0.1046169740380336]","[0.0228036722876361, 0.012738548551323, -0.0179397430566749, 0.0098173154972831, 0.0051250318754543, 0.0034579691035976, 0.0196297586704997, 0.0303138691926266, 0.0061426002615807, -0.0587657910152967]","[-0.0320469197392364, 0.0463007402813456, 0.0099717714310238, -0.0407816251204558, -0.0464319863916978, 0.0114550102545786, -0.059418244566754, -0.0860258042664069, 0.0154307542637746, 0.0107201813166178]",-0.011172441657410572,0.19691886711321813,0.35406451165832625,0.40761127451769735,0.5840299449942908,0.3760449174914362,-1.7962373396964384
95,2014-12,"[0.0033928412420172, -0.0223383850699321, -0.0147174551431615, -0.000532290708354, 0.0124628603700246, -0.0354163502280142, -0.0243307552807892, 0.0163085405490717, -0.0113715184613336, 0.0433184865383339]","[-0.0190846308608544, -0.0033280597018501, 0.0149276213056179, 0.0282234675020006, 0.0851778004449089, 0.0202264390116447, 0.0830636922741514, 0.0233925878293612, 0.1046169740380336, 0.1948255967563076]","[0.012738548551323, -0.0179397430566749, 0.0098173154972831, 0.0051250318754543, 0.0034579691035976, 0.0196297586704997, 0.0303138691926266, 0.0061426002615807, -0.0587657910152967, -0.2850320276464547]","[0.0463007402813456, 0.0099717714310238, -0.0407816251204558, -0.0464319863916978, 0.0114550102545786, -0.059418244566754, -0.0860258042664069, 0.0154307542637746, 0.0107201813166178, 0.0687547353168709]",-0.00847891576034468,0.14509384275791246,0.012517678508730035,0.3169542682212848,0.6915956000930878,0.5373934001396318,-1.1384374218337625
